,owner,fuel,year,selling_price,km_driven,transmission,mileage,engine,max_power,seats
5375,First Owner,Diesel,2019,8.02999,24000,Manual,28.4,1248,74.02,5
5376,First Owner,Diesel,2013,4.7,150000,Manual,23.4,1248,74.0,5
5377,First Owner,Petrol,2015,3.0,60000,Manual,25.17,799,53.3,5
5378,First Owner,Diesel,2014,6.0,116000,Manual,19.01,1461,108.45,5
5379,First Owner,Diesel,2013,2.75,104300,Manual,20.0,1399,68.1,5
5380,First Owner,Diesel,2018,7.0,30000,Manual,25.32,1198,77.0,6
5381,First Owner,Diesel,2014,32.5,33000,Automatic,11.3,2987,254.8,7
5382,First Owner,Diesel,2020,8.0,25000,Manual,21.66,1498,108.62,5
5383,First Owner,Diesel,2014,22.0,60000,Automatic,17.68,1968,174.33,5
5384,Second Owner,Diesel,2007,2.45,121000,Manual,18.1,1493,110.0,5
5385,Second Owner,Diesel,2010,3.1,120000,Manual,16.8,1493,110.0,5
5386,Second Owner,Diesel,2007,2.45,120000,Manual,18.1,1493,110.0,5
5387,First Owner,Petrol,2011,4.5,110000,Manual,16.47,1198,73.9,5
5388,Second Owner,Diesel,2013,8.5,84000,Automatic,16.96,1968,138.03,5
5389,First Owner,Diesel,2018,55.0,50000,Automatic,11.2,1969,235.0,5
5390,First Owner,Diesel,2015,10.0,73500,Manual,19.67,1582,126.2,5
5391,Second Owner,Diesel,2016,5.9,34000,Manual,24.4,1120,71.0,5
5392,First Owner,Diesel,2019,12.0,23000,Manual,20.45,1461,108.5,5
5393,Second Owner,Diesel,2011,3.0,119000,Manual,16.52,1991,123.7,5
5394,First Owner,Diesel,2017,21.75,50000,Automatic,11.36,2755,171.5,7
5395,First Owner,Diesel,2019,11.1,10500,Manual,25.6,1498,97.9,5
5396,Second Owner,Diesel,2000,1.5,280000,Manual,14.8,1998,68.0,5
5397,Second Owner,Diesel,2013,3.25,155000,Manual,20.54,1598,103.6,5
5398,First Owner,Diesel,2010,3.25,163000,Manual,17.8,1399,68.0,5
5399,First Owner,Petrol,2008,2.8,75000,Manual,17.7,1497,78.0,5
5400,First Owner,Diesel,2016,7.65,80000,Manual,26.0,1498,98.6,5
5401,Second Owner,Diesel,2014,6.4,120000,Manual,26.0,1498,98.6,5
5402,Second Owner,Diesel,2007,1.95,175000,Manual,18.7,1896,66.0,5
5403,First Owner,Petrol,2017,2.95,15000,Manual,24.7,796,47.3,5
5404,Second Owner,Diesel,2012,6.25,100000,Manual,23.4,1248,74.0,5
5405,Second Owner,Petrol,2009,1.6,80000,Manual,18.9,998,67.1,5
5406,Second Owner,Petrol,2015,3.3,84000,Manual,23.1,998,67.04,5
5407,Second Owner,Petrol,2010,1.8,50000,Manual,15.6,1196,70.0,5
5408,Second Owner,Petrol,2012,1.5,35000,Manual,14.0,796,35.0,5
5409,First Owner,Petrol,2011,3.0,30000,Manual,19.81,1086,68.05,5
5410,First Owner,Petrol,2018,7.3,2388,Manual,18.6,1197,81.83,5
5411,First Owner,Diesel,2017,6.5,16200,Manual,24.3,1248,88.5,5
5412,First Owner,Petrol,2019,3.66,15000,Manual,23.95,998,67.1,5
5413,First Owner,Petrol,2019,11.49,5000,Manual,17.0,1591,121.3,5
5414,First Owner,Petrol,2016,1.5,42000,Manual,20.63,1198,67.0,5
5415,Second Owner,Petrol,2013,1.87,120000,Manual,17.92,1086,62.1,5
5416,Second Owner,Diesel,2011,4.25,60000,Manual,13.93,2179,138.03,7
5417,First Owner,Petrol,2012,1.5,76000,Manual,16.1,796,37.0,4
5418,First Owner,Petrol,2018,6.2,15000,Manual,20.4,1194,94.93,5
5419,Second Owner,Diesel,2007,2.5,100000,Manual,16.6,1896,122.4,5
5420,First Owner,Petrol,2012,4.75,83000,Automatic,15.74,1591,121.3,5
5421,First Owner,Diesel,2016,7.5,67600,Automatic,14.81,1998,163.7,5
5422,Second Owner,Diesel,2015,12.5,160000,Manual,13.5,2477,178.0,7
5423,Second Owner,Petrol,2014,2.5,80000,Manual,21.1,814,55.2,5
5424,First Owner,Diesel,2013,4.45,100000,Manual,25.8,1498,98.6,5
5425,First Owner,Diesel,2010,4.0,100000,Manual,15.0,1896,105.0,5
5426,Second Owner,Diesel,2010,3.5,90000,Manual,23.0,1396,90.0,5
5427,First Owner,Diesel,2012,2.95,140000,Manual,20.5,1598,103.5,5
5428,First Owner,Petrol,2018,6.0,25000,Manual,21.21,1197,81.8,5
5429,First Owner,Diesel,2018,16.5,20000,Manual,13.68,2393,147.8,8
5430,First Owner,Petrol,2012,1.0,30000,Manual,16.1,796,37.0,4
5431,First Owner,Petrol,2018,6.9,13000,Manual,20.4,1194,94.93,5
5432,First Owner,Petrol,2018,7.1,42000,Manual,18.6,1197,81.83,5
5433,Second Owner,Petrol,2018,3.5,10000,Manual,20.3,998,68.05,5
5434,First Owner,Petrol,2012,2.2,13000,Manual,20.92,998,67.1,5
5435,First Owner,Petrol,2019,7.0,6500,Manual,20.0,999,72.0,7
5436,Second Owner,Petrol,2013,1.98,49500,Manual,21.1,814,55.2,5
5437,First Owner,Diesel,2011,3.5,50000,Manual,23.0,1396,90.0,5
5438,Second Owner,Petrol,2016,6.5,35000,Manual,21.4,1197,83.1,5
5439,Second Owner,Diesel,2015,3.8,120000,Manual,21.03,1461,65.0,5
5440,Second Owner,Petrol,2014,3.6,50000,Manual,17.57,1193,88.7,5
5441,First Owner,Petrol,2012,3.85,116000,Manual,15.0,1598,103.5,5
5442,Second Owner,Diesel,2012,5.9,110000,Manual,22.32,1582,126.32,5
5443,Second Owner,Diesel,2013,7.5,70000,Manual,15.1,2179,140.0,7
5444,First Owner,Petrol,2015,4.99,20000,Manual,18.9,1197,81.86,5
5445,First Owner,Diesel,2018,7.3,60000,Automatic,28.4,1248,74.02,5
5446,Second Owner,Diesel,2016,6.5,30000,Manual,27.3,1498,98.6,5
5447,First Owner,Diesel,2012,2.2,75000,Manual,23.08,1461,63.12,5
5448,Second Owner,Diesel,2009,1.52,48000,Manual,17.0,1405,71.0,5
5449,First Owner,Petrol,2020,6.0,5000,Automatic,20.89,1197,81.8,5
5450,First Owner,Diesel,2016,6.2,120000,Manual,13.58,2499,72.4,10
5451,First Owner,Diesel,2018,7.8,116000,Manual,23.59,1364,67.05,5
5452,First Owner,Petrol,2020,4.45,1000,Manual,21.21,1197,81.8,5
5453,First Owner,Petrol,2018,5.75,15000,Automatic,17.36,1197,81.86,5
5454,First Owner,Diesel,2018,9.75,5000,Manual,25.1,1248,88.5,5
5455,First Owner,Petrol,2019,4.5,3500,Manual,23.84,1199,83.83,5
5456,First Owner,Diesel,2015,4.8,80000,Manual,25.83,1498,99.0,5
5457,First Owner,Petrol,2008,1.1,48676,Manual,19.7,796,35.0,8
5458,First Owner,Diesel,2018,58.3,30000,Automatic,17.09,2993,261.4,4
5459,First Owner,Diesel,2019,7.7,27000,Manual,28.4,1248,74.02,5
5460,First Owner,Petrol,2018,3.5,30000,Manual,25.17,799,53.3,5
5461,First Owner,Diesel,2015,8.75,70000,Manual,15.4,1997,120.0,7
5462,First Owner,Diesel,2018,9.9,15000,Manual,25.1,1248,88.5,5
5463,First Owner,Diesel,2013,3.25,120000,Manual,22.07,1199,73.9,5
5464,First Owner,Diesel,2013,3.6,80000,Manual,22.07,1199,73.9,5
5465,First Owner,Petrol,2010,1.48,120000,Manual,20.92,998,67.1,5
5466,First Owner,Diesel,2017,6.7,36000,Manual,27.39,1248,74.0,5
5467,First Owner,Diesel,2014,4.30999,120000,Manual,23.59,1364,67.04,5
5468,First Owner,Petrol,2017,2.6,9000,Manual,16.8,796,34.2,8
5469,Second Owner,Petrol,2012,0.7,50000,Manual,25.4,624,37.48,4
5470,First Owner,Petrol,2019,3.0,35000,Manual,23.01,999,67.0,5
5471,Second Owner,Diesel,2011,1.5,130000,Manual,14.0,2498,112.0,7
5472,First Owner,Diesel,2010,2.6,70000,Manual,20.0,1399,68.0,5
5473,First Owner,Petrol,2018,7.0,35000,Manual,17.0,1198,108.5,5
5474,First Owner,Petrol,2012,4.15,80000,Manual,16.47,1198,73.9,5
5475,Second Owner,Diesel,2008,2.6,120000,Manual,17.8,1248,75.0,5
5476,First Owner,Petrol,2011,0.7,80000,Manual,26.0,624,35.0,4
5477,First Owner,Petrol,2015,5.15,30000,Manual,17.71,1197,78.9,5
5478,First Owner,Diesel,2016,8.03999,60000,Manual,23.9,1582,126.2,5
5479,Second Owner,Diesel,2007,2.75,200000,Manual,16.6,1896,122.4,5
5480,First Owner,Diesel,2017,9.34,101000,Manual,22.77,1498,98.59,5
5481,First Owner,Diesel,2007,2.1,110000,Manual,17.8,1399,68.0,5
5482,Second Owner,Diesel,2011,6.5,250000,Manual,14.8,2499,80.0,7
5483,First Owner,Petrol,2015,7.0,22700,Manual,18.7,1199,88.7,5
5484,First Owner,Petrol,2016,5.25,45000,Manual,18.9,1197,82.0,5
5485,Second Owner,Petrol,2011,2.5,36000,Manual,15.37,1196,73.0,5
5486,Second Owner,Diesel,2015,5.75,57000,Manual,26.59,1248,74.0,5
5487,First Owner,Diesel,2018,5.4,33000,Manual,27.28,1047,69.0,5
5488,First Owner,Petrol,2012,5.6,59000,Manual,16.02,1373,93.7,7
5489,First Owner,Diesel,2012,3.8,200000,Manual,20.54,1598,103.6,5
5490,Second Owner,Petrol,2011,2.4,80000,Manual,15.6,1196,70.0,5
5491,First Owner,Petrol,2018,2.8,50000,Manual,22.7,799,53.64,5
5492,Second Owner,Diesel,2011,3.5,118000,Manual,21.1,1248,73.9,5
5493,Second Owner,Diesel,2014,1.1,250000,Manual,19.1,1405,70.0,5
5494,First Owner,Diesel,2018,9.8,20000,Manual,21.5,1497,108.5,5
5495,First Owner,Diesel,2018,9.69999,21871,Manual,21.5,1497,108.5,5
5496,First Owner,Diesel,2016,3.57,120000,Manual,25.32,1198,77.0,6
5497,First Owner,Diesel,2014,2.8,100000,Manual,19.1,1405,70.0,5
5498,First Owner,Diesel,2012,4.3,50000,Manual,15.96,2523,62.1,7
5499,First Owner,Petrol,2015,2.5,70000,Manual,22.74,796,47.3,5
5500,First Owner,Diesel,2016,5.25,80000,Manual,18.2,1248,73.74,8
5501,First Owner,Petrol,2018,5.0,25000,Manual,23.84,1199,84.0,5
5502,First Owner,Diesel,2019,10.0,60000,Manual,16.36,2179,120.0,7
5503,First Owner,Petrol,2017,3.16,25000,Manual,24.7,796,47.3,5
5504,First Owner,Petrol,2018,3.5,50000,Manual,24.7,796,47.3,5
5505,First Owner,Diesel,2018,9.5,14000,Manual,21.5,1497,108.5,5
5506,Second Owner,Petrol,2005,0.45,55425,Manual,16.1,796,37.0,4
5507,First Owner,Diesel,2013,4.75,76000,Manual,15.96,2523,62.1,7
5508,First Owner,Diesel,2020,32.0,3000,Automatic,15.04,2755,174.5,7
5509,First Owner,Diesel,2016,6.0,139000,Manual,18.49,1493,100.0,7
5510,First Owner,Petrol,2014,4.3,100000,Manual,15.04,1598,103.2,5
5511,First Owner,Diesel,2015,9.65,60000,Manual,19.67,1582,126.2,5
5512,Second Owner,Petrol,2013,3.95,35000,Automatic,14.3,1598,103.5,5
5513,First Owner,Diesel,2008,1.5,120000,Manual,12.2,1948,68.0,9
5514,First Owner,Diesel,2013,7.0,37659,Manual,20.77,1248,88.8,7
5515,Second Owner,Diesel,2012,2.5,89000,Manual,23.2,1248,73.94,5
5516,Second Owner,Diesel,2013,6.8,37500,Manual,20.77,1248,88.8,7
5517,First Owner,Petrol,2018,5.0,5000,Automatic,23.84,1199,84.0,5
5518,First Owner,Petrol,2013,4.2,21000,Manual,18.9,1197,81.86,5
5519,Second Owner,Petrol,2017,2.9,10000,Manual,23.95,998,67.05,5
5520,First Owner,Diesel,2017,7.5,30000,Manual,28.4,1248,74.02,5
5521,First Owner,Petrol,2015,3.0,19800,Manual,15.37,1196,73.0,7
5522,Second Owner,Petrol,2007,1.0,70000,Manual,18.9,1061,67.0,5
5523,Second Owner,Petrol,2007,1.0,80000,Manual,17.3,1061,64.0,5
5524,First Owner,Diesel,2012,3.41,120000,Manual,19.3,1248,73.9,5
5525,First Owner,Diesel,2017,6.0,50000,Manual,24.0,1186,73.97,5
5526,First Owner,Diesel,2014,6.5,167000,Manual,25.1,1498,98.6,5
5527,First Owner,Petrol,2008,0.75527,80000,Manual,16.0,995,63.0,5
5528,Second Owner,Diesel,2014,2.15,100000,Manual,25.0,1396,69.01,5
5529,First Owner,Diesel,2017,6.5,60000,Manual,28.09,1248,88.5,5
5530,First Owner,Diesel,2017,9.0,50000,Manual,20.37,1461,108.45,5
5531,First Owner,Petrol,2014,5.0,17000,Manual,18.6,1197,81.83,5
5532,First Owner,Petrol,2017,5.5,46000,Manual,21.4,1197,83.1,5
5533,First Owner,Diesel,2015,4.75,60000,Manual,25.2,1248,74.0,5
5534,Second Owner,Petrol,2006,0.65,198000,Manual,18.9,998,67.1,5
5535,First Owner,Diesel,2015,4.25,60000,Manual,24.4,1120,71.0,5
5536,Second Owner,Petrol,2011,1.5,40000,Manual,18.0,995,62.0,5
5537,First Owner,Petrol,2011,2.25,90000,Manual,19.7,796,46.3,5
5538,First Owner,Petrol,2010,1.9,80000,Manual,19.7,796,46.3,5
5539,Second Owner,Diesel,2011,4.0,70000,Manual,13.6,2523,63.0,7
5540,First Owner,Petrol,2017,41.0,17000,Automatic,9.5,3604,280.0,5
5541,First Owner,Diesel,2019,7.4,35000,Manual,16.5,1493,70.0,7
5542,First Owner,Petrol,2018,4.0,15000,Manual,18.15,1198,82.0,6
5543,First Owner,Petrol,2018,4.3,14000,Manual,20.51,998,67.04,5
5544,First Owner,Petrol,2019,11.32,20000,Manual,17.0,1197,110.0,5
5545,Second Owner,Petrol,2012,0.8,70000,Manual,16.2,995,62.1,5
5546,Second Owner,Petrol,2014,3.8,30000,Manual,18.9,1197,81.86,5
5547,First Owner,Petrol,2018,3.5,25000,Manual,25.17,799,53.3,5
5548,Second Owner,Diesel,2016,6.0,90000,Manual,19.87,1461,83.8,5
5549,First Owner,Petrol,2014,2.9,31000,Manual,20.36,1197,78.9,5
5550,First Owner,Diesel,2014,6.5,70000,Manual,15.4,2179,120.0,7
5551,First Owner,Petrol,2014,1.8,62000,Manual,21.1,814,55.2,5
5552,First Owner,Petrol,2008,0.75,29000,Manual,16.1,796,37.0,4
5553,Second Owner,Petrol,2010,1.1,60000,Manual,18.6,1199,79.4,5
5554,First Owner,Petrol,2018,3.9,10000,Manual,23.95,998,67.05,5
5555,First Owner,Petrol,2015,5.5,70000,Manual,18.6,1197,81.83,5
5556,First Owner,Petrol,2013,2.75,20000,Manual,21.1,814,55.2,5
5557,Second Owner,Petrol,2009,2.5,125876,Manual,15.0,1586,104.68,5
5558,First Owner,Petrol,2019,21.0,5000,Automatic,16.0,1368,160.77,5
5559,Second Owner,Diesel,2011,2.5,90000,Manual,13.55,2179,118.35,7
5560,First Owner,Diesel,2017,12.5,56800,Manual,12.4,2499,134.0,5
5561,First Owner,Diesel,2014,15.0,60000,Automatic,16.55,1968,147.51,5
5562,First Owner,Diesel,2011,8.0,60000,Manual,12.8,2494,102.0,7
5563,First Owner,Diesel,2014,13.8,150000,Manual,13.0,2982,168.5,7
5564,First Owner,Petrol,2014,3.0,100000,Manual,19.81,1086,68.05,5
5565,First Owner,Petrol,2017,6.2,90000,Manual,22.0,1197,81.8,5
5566,First Owner,Petrol,2015,6.1,33000,Manual,20.73,1373,91.1,5
5567,First Owner,Diesel,2015,10.0,50000,Manual,19.67,1582,126.2,5
5568,First Owner,Petrol,2019,3.0,35000,Manual,23.01,999,67.0,5
5569,First Owner,Petrol,2018,14.05,15000,Manual,15.8,1591,121.3,5
5570,Second Owner,Petrol,2018,6.5,22000,Manual,21.56,1462,103.25,5
5571,First Owner,Diesel,2015,8.5,108000,Manual,19.67,1582,126.2,5
5572,First Owner,Diesel,2014,18.5,76131,Automatic,13.22,2967,241.4,5
5573,First Owner,Petrol,2012,2.67,40000,Manual,20.36,1197,78.9,5
5574,Second Owner,Petrol,2013,2.15,47000,Manual,21.1,814,55.2,5
5575,First Owner,Diesel,2017,12.82,45000,Manual,17.6,2179,153.86,7
5576,First Owner,Petrol,2017,2.82,15000,Manual,24.7,796,47.3,5
5577,First Owner,Diesel,2012,6.1,90000,Manual,12.8,2494,102.0,8
5578,First Owner,Diesel,2018,9.0,35000,Manual,16.55,2498,105.0,6
5579,First Owner,Diesel,2015,8.0,70000,Manual,15.4,1997,120.0,7
5580,Second Owner,Diesel,2013,3.8,110000,Manual,21.27,1396,88.76,5
5581,Second Owner,Diesel,2012,4.5,120000,Manual,12.05,2179,120.0,9
5582,First Owner,Diesel,2011,2.42,120000,Manual,21.5,1248,88.8,5
5583,Second Owner,Petrol,2017,3.5,35000,Manual,25.17,799,53.3,5
5584,First Owner,Petrol,2018,4.0,22000,Manual,20.3,1199,84.0,5
5585,First Owner,Petrol,2017,4.0,70000,Manual,20.51,998,67.04,5
5586,First Owner,Diesel,2014,25.75,70000,Automatic,11.74,2987,254.8,5
5587,First Owner,Petrol,2009,1.45,30000,Manual,18.0,995,62.0,5
5588,Second Owner,Diesel,2011,2.0,200000,Manual,17.0,1405,71.0,5
5589,First Owner,Diesel,2014,12.0,230000,Automatic,15.73,1968,174.33,5
5590,First Owner,Petrol,2016,2.8,100000,Manual,20.3,998,68.05,5
5591,Second Owner,Diesel,2011,4.5,95000,Automatic,11.79,2179,120.0,8
5592,First Owner,Petrol,2017,6.0,70000,Manual,17.3,1497,117.3,7
5593,First Owner,Petrol,2016,2.75,60000,Manual,25.17,799,53.3,5
5594,First Owner,Diesel,2010,1.1,88000,Manual,18.8,1248,90.0,5
5595,Second Owner,Diesel,2012,7.0,60000,Manual,15.1,2179,140.0,7
5596,Second Owner,Diesel,2012,9.0,155000,Automatic,16.07,1995,181.0,4
5597,Second Owner,Petrol,2005,1.5,80000,Manual,18.9,998,67.1,5
5598,First Owner,Diesel,2014,4.55,40000,Manual,28.4,1248,74.0,5
5599,First Owner,Diesel,2015,9.0,50000,Manual,19.67,1582,126.2,5
5600,First Owner,Diesel,2014,4.55,40000,Manual,25.2,1248,74.0,5
5601,Second Owner,Diesel,2017,6.5,47000,Manual,26.0,1498,98.6,5
5602,Second Owner,Petrol,2018,5.51,20000,Manual,18.9,1197,81.86,5
5603,First Owner,Diesel,2017,6.5,49060,Manual,22.0,1498,108.495,5
5604,First Owner,Petrol,2015,6.0,60000,Manual,18.6,1197,81.83,5
5605,First Owner,Petrol,2013,2.35,18000,Manual,22.74,796,47.3,5
5606,First Owner,Diesel,2016,10.5,80000,Manual,19.67,1582,126.2,5
5607,Second Owner,Petrol,2012,0.45,28000,Manual,25.4,624,37.5,4
5608,Second Owner,Petrol,2013,4.5,100000,Automatic,15.74,1591,121.3,5
5609,Second Owner,Diesel,2014,3.91,120000,Manual,20.14,1498,88.8,5
5610,Second Owner,Diesel,2013,3.8,70000,Manual,18.2,1248,73.8,7
5611,Second Owner,Petrol,2010,1.7,90000,Manual,18.9,1061,67.0,5
5612,Second Owner,Diesel,2011,2.5,90000,Manual,13.55,2179,118.35,7
5613,First Owner,Diesel,2011,8.0,60000,Manual,12.8,2494,102.0,7
5614,First Owner,Diesel,2014,13.8,150000,Manual,13.0,2982,168.5,7
5615,First Owner,Diesel,2014,7.0,24000,Manual,16.55,2498,105.0,6
5616,Second Owner,Diesel,2016,4.5,100000,Manual,24.2,1498,98.6,7
5617,First Owner,Petrol,2018,6.5,6000,Manual,18.15,1198,82.0,6
5618,First Owner,Diesel,2013,9.5,49700,Manual,15.1,2179,140.0,7
5619,Second Owner,Diesel,2007,6.26,80000,Manual,12.8,2494,102.0,7
5620,First Owner,Petrol,2019,6.0,10000,Automatic,21.21,1197,81.8,5
5621,First Owner,Petrol,2019,2.9,21000,Manual,25.17,799,53.3,5
5622,First Owner,Petrol,2013,2.15,25000,Manual,20.92,998,67.1,5
5623,First Owner,Petrol,2016,2.5,22000,Manual,25.17,799,53.3,5
5624,First Owner,Diesel,2017,7.5,50000,Manual,24.52,1248,88.5,7
5625,Second Owner,Petrol,2016,2.5,20000,Manual,23.95,998,67.05,5
5626,First Owner,Petrol,2017,9.5,15000,Automatic,15.4,1497,117.3,7
5627,First Owner,Diesel,2018,7.93,30000,Manual,25.83,1498,99.0,5
5628,First Owner,Diesel,2015,7.5,74000,Manual,19.67,1582,126.2,5
5629,First Owner,Petrol,2017,7.25,6550,Automatic,18.2,1199,88.7,5
5630,First Owner,Diesel,2016,4.8,30000,Manual,24.0,1120,70.0,5
5631,First Owner,Diesel,2015,5.03,110000,Manual,14.1,2179,147.94,7
5632,First Owner,Diesel,2019,38.0,20000,Automatic,18.0,1969,190.0,5
5633,First Owner,Petrol,2017,9.9,20000,Automatic,17.0,1591,121.3,5
5634,First Owner,Diesel,2012,3.7,68000,Manual,23.4,1248,74.0,5
5635,First Owner,Petrol,2014,3.0,60175,Manual,18.2,1199,82.5,5
5636,First Owner,Petrol,2012,2.5,25000,Manual,21.1,814,55.2,5
5637,Second Owner,Diesel,2016,7.0,111000,Manual,21.19,1396,88.73,5
5638,Second Owner,Petrol,2018,7.0,48000,Manual,21.1,998,100.5,5
5639,First Owner,Diesel,2015,4.34999,80000,Manual,15.3,2956,83.83,7
5640,First Owner,Petrol,2017,4.0,100000,Manual,18.16,1196,86.8,5
5641,First Owner,Diesel,2015,6.0,50000,Manual,26.59,1248,74.0,5
5642,First Owner,Diesel,2016,16.89999,120000,Manual,13.68,2393,147.8,8
5643,Second Owner,Petrol,2011,2.5,140000,Automatic,14.4,1598,103.6,5
5644,First Owner,Petrol,2019,6.5,20000,Manual,20.3,1199,83.81,5
5645,Second Owner,Petrol,2009,3.4,82000,Manual,14.53,1798,138.0,5
5646,First Owner,Diesel,2017,8.69999,40000,Manual,24.3,1248,88.5,5
5647,First Owner,Diesel,2017,7.95,120000,Manual,24.52,1248,88.5,7
5648,First Owner,Diesel,2017,8.69999,60000,Manual,24.3,1248,88.5,5
5649,Second Owner,Diesel,2010,2.0,70000,Manual,21.1,1248,73.9,5
5650,Second Owner,Diesel,2017,8.0,45500,Manual,23.9,1582,126.2,5
5651,First Owner,Diesel,2014,11.0,120000,Manual,12.99,2494,100.6,8
5652,Second Owner,Petrol,2008,1.14999,100000,Manual,19.7,796,46.3,5
5653,First Owner,Diesel,2016,15.16,120000,Automatic,11.36,2755,171.5,7
5654,First Owner,Petrol,2016,2.0,35000,Manual,22.7,799,53.64,5
5655,First Owner,Petrol,2015,4.5,50000,Manual,17.8,1198,86.7,5
5656,First Owner,Diesel,2018,8.5,9500,Manual,21.5,1497,108.5,5
5657,First Owner,Petrol,2019,3.59,5500,Manual,15.37,1196,73.0,7
5658,First Owner,Petrol,2017,3.2,28000,Manual,25.17,799,53.3,5
5659,First Owner,Petrol,2009,1.1,113000,Manual,15.3,1193,65.3,5
5660,Second Owner,Petrol,2010,1.69,100000,Manual,15.0,1368,90.0,5
5661,First Owner,Diesel,2014,4.0,50074,Manual,24.0,1120,70.0,5
5662,First Owner,Petrol,2017,3.5,35000,Manual,15.37,1196,73.0,7
5663,First Owner,Diesel,2018,9.9,60000,Manual,23.0,1498,98.96,5
5664,First Owner,Diesel,2011,16.0,70000,Automatic,14.21,2143,203.0,5
5665,First Owner,Diesel,2017,14.0,70000,Manual,17.6,2179,153.86,7
5666,First Owner,Petrol,2017,7.45,10000,Automatic,21.4,1197,83.1,5
5667,First Owner,Diesel,2018,28.0,40000,Automatic,16.25,1968,148.0,7
5668,First Owner,Diesel,2015,5.0,35000,Manual,25.2,1248,74.0,5
5669,First Owner,Petrol,2019,5.4,5000,Automatic,20.52,1197,81.8,5
5670,First Owner,Diesel,2016,18.5,33000,Manual,13.68,2393,147.8,7
5671,First Owner,Diesel,2017,6.0,27000,Manual,22.95,1248,74.0,5
5672,First Owner,Petrol,2018,6.9,25000,Manual,19.0,1194,94.68,5
5673,First Owner,Diesel,2016,6.3,30154,Manual,25.2,1248,74.0,5
5674,First Owner,Petrol,2018,6.4,20000,Manual,20.14,1197,81.86,5
5675,First Owner,Diesel,2019,55.0,17000,Automatic,18.0,1969,190.0,5
5676,Second Owner,Diesel,2016,21.0,85000,Automatic,12.62,2198,158.0,7
5677,First Owner,Petrol,2016,5.0,100000,Manual,20.4,1197,81.8,5
5678,First Owner,Petrol,2017,3.1,54000,Manual,24.7,796,47.3,5
5679,First Owner,Diesel,2015,6.0,80000,Manual,18.49,1493,100.0,7
5680,First Owner,Diesel,2018,6.2,70000,Manual,25.4,1186,73.97,5
5681,First Owner,Diesel,2018,7.6,50000,Manual,27.39,1248,74.0,5
5682,First Owner,Diesel,2018,12.0,40000,Manual,22.0,1582,126.2,5
5683,First Owner,Diesel,2018,7.6,50000,Manual,27.39,1248,74.0,5
5684,First Owner,Petrol,2012,3.0,45000,Manual,20.36,1197,78.9,5
5685,First Owner,Petrol,2019,5.0,5000,Manual,23.84,1199,84.0,5
5686,First Owner,Petrol,2017,3.5,26263,Manual,21.1,814,55.2,5
5687,Second Owner,Petrol,2016,3.5,100000,Manual,18.15,1198,82.0,5
5688,First Owner,Diesel,2012,7.3,250000,Manual,12.99,2494,100.0,7
5689,First Owner,Diesel,2015,14.0,170000,Manual,12.99,2494,100.6,7
5690,First Owner,Petrol,2017,6.25,25000,Manual,22.0,1197,81.8,5
5691,First Owner,Petrol,2018,12.2,11000,Manual,15.8,1591,121.3,5
5692,First Owner,Petrol,2019,4.75,5000,Automatic,21.7,998,67.0,5
5693,First Owner,Petrol,2012,3.2,40000,Manual,18.5,1197,85.8,5
5694,First Owner,Diesel,2014,5.3,90000,Manual,22.9,1248,74.0,5
5695,First Owner,Petrol,2018,3.0,30000,Manual,24.7,796,47.3,5
5696,First Owner,Petrol,2018,11.8,5500,Manual,17.4,1497,117.6,5
5697,Second Owner,Petrol,2000,0.45957,90000,Manual,19.7,796,46.3,5
5698,First Owner,Petrol,2012,1.9,65000,Manual,21.1,814,55.2,5
5699,First Owner,Diesel,2014,7.3,60000,Manual,22.32,1582,126.32,5
5700,First Owner,Diesel,2015,5.3,120000,Manual,25.2,1248,74.0,5
5701,First Owner,Petrol,2019,5.3,9500,Manual,18.16,1196,86.8,5
5702,First Owner,Diesel,2018,12.65,12000,Manual,20.37,1461,108.45,5
5703,First Owner,Diesel,2019,10.25,32000,Manual,28.09,1248,88.5,5
5704,First Owner,Petrol,2009,1.3,60000,Manual,19.7,796,46.3,5
5705,First Owner,Diesel,2017,7.35,70000,Manual,18.49,1493,100.0,7
5706,First Owner,Diesel,2011,15.0,84925,Automatic,16.07,1995,181.0,5
5707,Second Owner,Petrol,2007,1.2,120000,Manual,17.8,1086,63.0,5
5708,First Owner,Diesel,2012,7.3,250000,Manual,12.99,2494,100.0,7
5709,First Owner,Diesel,2015,14.0,170000,Manual,12.99,2494,100.6,7
5710,First Owner,Petrol,2017,6.25,25000,Manual,22.0,1197,81.8,5
